 Ano; Código da Área; Área de Avaliação; Código da IES; Nome da IES; Sigla da IES; Organização Acadêmica; Categoria Administrativa; Código do Curso; Modalidade de Ensino; Código do Município; Município do Curso; Sigla da UF; Nº de Concluintes Inscritos; Nº de Concluintes Participantes; Nota Bruta - FG; Nota Padronizada - FG; Nota Bruta - CE; Nota Padronizada - CE; Conceito Enade (Contínuo); Concluintes participantes com nota no Enem; Proporção de concluintes participantes com nota no Enem; Nota Bruta - IDD; Nota Padronizada - IDD; Nota Bruta – Organização Didático-Pedagógica; Nota Padronizada - Organização Didático-Pedagógica; Nota Bruta – Infraestrutura e Instalações Físicas; Nota Padronizada - Infraestrutura e Instalações Físicas; Nota Bruta – Oportunidade de Ampliação da Formação; Nota Padronizada - Oportunidade de Ampliação da Formação; Nota Bruta - Mestres; Nota Padronizada - Mestres; Nota Bruta - Doutores; Nota Padronizada - Doutores; Nota Bruta – Regime de Trabalho; Nota Padronizada - Regime de Trabalho; CPC (Contínuo); CPC (Faixa);Observação
2019;23;ENFERMAGEM;1659;FACULDADE ESTÁCIO DE SÁ DE OURINHOS;FAESO;Faculdade;Privada com fins lucrativos;74920;Educação Presencial;3534708;Ourinhos;SP;36;31;28,254;1,317;38,274;1,8702;1,732;15;0,483;0,427;2,758;4,851;1,147;4,751;2,276;4,444;2,435;0,857;3,839;0,571;2,857;0,571;2,032;2,441;3;
2019;23;ENFERMAGEM;1660;CENTRO UNIVERSITÁRIO ESTÁCIO DE BRASÍLIA - ESTÁCIO BRASÍLIA;ESTÁCIO BRASÍLIA;Centro Universitário;Privada com fins lucrativos;1313314;Educação Presencial;5300108;Brasília;DF;14;12;37,7;2,623;34,791;1,4417;1,737;7;0,583;-3,621;0,468;5,047;1,804;4,589;1,923;4,094;1,858;0,857;3,839;0,428;2,142;0,571;2,032;1,551;2;
2019;23;ENFERMAGEM;1664;FACULDADE DA SAÚDE E ECOLOGIA HUMANA;FASEH;Faculdade;Privada com fins lucrativos;50823;Educação Presencial;3171204;Vespasiano;MG;36;36;40,813;3,054;36,261;1,6225;1,98;28;0,777;-0,051;2,487;5,569;3,554;5,539;3,995;4,96;3,285;0,826;3,586;0,391;1,956;0,782;3,494;2,639;3;
2019;23;ENFERMAGEM;1672;INSTITUTO ESPERANÇA DE ENSINO SUPERIOR;IESPES;Faculdade;Privada sem fins lucrativos;104534;Educação Presencial;1506807;Santarém;PA;38;37;32,459;1,899;33,624;1,298;1,448;32;0,864;-0,348;2,319;5,37;2,888;5,137;3,118;4,327;2,242;1;5;0,235;1,176;1;5;2,456;3;
2019;23;ENFERMAGEM;1676;CENTRO UNIVERSITÁRIO SÃO MIGUEL;UNISÃOMIGUEL;Centro Universitário;Privada com fins lucrativos;79840;Educação Presencial;2611606;Recife;PE;138;107;31,983;1,833;35,857;1,5727;1,637;87;0,813;-0,847;2,037;4,922;1,384;4,439;1,596;3,983;1,675;1;5;0,437;2,187;1;5;2,344;3;
2019;23;ENFERMAGEM;1694;ESCOLA SUPERIOR DE CRICIÚMA - ESUCRI;ESUCRI;Faculdade;Privada com fins lucrativos;80214;Educação Presencial;4204608;Criciúma;SC;43;41;29,492;1,488;40,231;2,111;1,955;24;0,585;0,63;2,872;5,927;4,755;5,855;4,684;5,854;4,76;0,833;3,645;0,277;1,388;0,277;0;2,588;3;
2019;23;ENFERMAGEM;1697;CENTRO UNIVERSITÁRIO FACOL;UNIFACOL;Centro Universitário;Privada sem fins lucrativos;1154746;Educação Presencial;2616407;Vitória de Santo Antão;PE;40;34;34,402;2,167;29,758;0,8224;1,158;30;0,882;-0,816;2,054;5,585;3,61;5,419;3,733;5,015;3,377;0,812;3,476;0,312;1,562;1;5;2,363;3;
2019;23;ENFERMAGEM;1708;INSTITUTO PERNAMBUCANO DE ENSINO SUPERIOR;IPESU;Faculdade;Privada com fins lucrativos;109578;Educação Presencial;2611606;Recife;PE;1;1;;;;;;1;1;;;;;;;;;0,833;3,645;0,25;1,25;0,666;2,692;SC;SC;
2019;23;ENFERMAGEM;1709;Centro Universitário Tiradentes de Pernambuco;UNIT PE;Centro Universitário;Privada com fins lucrativos;118710;Educação Presencial;2611606;Recife;PE;40;38;32,247;1,869;33,718;1,3096;1,449;24;0,631;-0,452;2,26;5,988;4,96;5,991;4,981;5,991;4,985;1;5;0,636;3,181;0,636;2,482;2,865;3;
2019;23;ENFERMAGEM;1711;FACULDADE DE PRESIDENTE PRUDENTE;FAPEPE;Faculdade;Privada com fins lucrativos;1109419;Educação Presencial;3541406;Presidente Prudente;SP;12;11;25,754;0,971;29,718;0,8174;0,856;3;0,272;-1,926;1,427;5,76;4,195;5,147;3,141;4,781;2,992;0,666;2,291;0,277;1,388;0,722;3,076;1,828;2;
2019;23;ENFERMAGEM;1716;Centro Universitário União das Américas;UNIAMÉRICA;Centro Universitário;Privada sem fins lucrativos;47852;Educação Presencial;4108304;Foz do Iguaçu;PR;28;26;37,003;2,527;45,103;2,7105;2,664;15;0,576;0,993;3,078;5,827;4,419;5,804;4,573;5,686;4,482;0,888;4,097;0,555;2,777;0,888;4,23;3,323;4;
2019;23;ENFERMAGEM;1718;FACULDADE NOBRE DE FEIRA DE SANTANA;FAN;Faculdade;Privada com fins lucrativos;80328;Educação Presencial;2910800;Feira de Santana;BA;42;41;38,068;2,674;40,326;2,1227;2,26;36;0,878;-0,2;2,403;5,997;4,992;5,997;4,994;5,992;4,986;1;5;0,699;3,5;1;5;3,317;4;
2019;23;ENFERMAGEM;1728;FACULDADE INTERAMERICANA DE PORTO VELHO;UNIRON;Faculdade;Privada com fins lucrativos;118774;Educação Presencial;1100205;Porto Velho;RO;74;71;26,414;1,062;29,929;0,8434;0,898;47;0,661;-0,432;2,272;5,364;2,868;5,042;2,912;4,715;2,883;0,888;4,097;0,444;2,222;0,722;3,076;2,279;3;
2019;23;ENFERMAGEM;1734;Faculdade Integral Diferencial Wyden;Facid Wyden;Faculdade;Privada com fins lucrativos;71161;Educação Presencial;2211001;Teresina;PI;43;42;31,852;1,815;39,221;1,9867;1,943;41;0,976;-0,395;2,293;5,885;4,616;5,894;4,768;5,734;4,562;1;5;0,406;2,031;1;5;2,944;3;
2019;23;ENFERMAGEM;1735;CENTRO UNIVERSITÁRIO DOUTOR LEÃO SAMPAIO;UNILEÃO;Centro Universitário;Privada com fins lucrativos;90529;Educação Presencial;2307304;Juazeiro do Norte;CE;73;73;36,873;2,509;46,53;2,886;2,791;67;0,917;0,279;2,674;5,953;4,843;5,973;4,943;5,791;4,655;0,8;3,375;0,436;2,181;0,854;3,993;3,101;4;
2019;23;ENFERMAGEM;1753;FACULDADE DE ENFERMAGEM NOVA ESPERANÇA;FACENE;Faculdade;Privada com fins lucrativos;48022;Educação Presencial;2507507;João Pessoa;PB;78;76;32,456;1,898;33,538;1,2874;1,44;62;0,815;-0,337;2,325;5,874;4,578;5,933;4,854;5,813;4,693;0,988;4,903;0,523;2,619;1;5;2,941;3;
2019;23;ENFERMAGEM;1758;FACULDADE INDEPENDENTE DO NORDESTE;FAINOR;Faculdade;Privada com fins lucrativos;118754;Educação Presencial;2933307;Vitória da Conquista;BA;33;32;33,603;2,057;36,075;1,5996;1,714;29;0,906;-0,219;2,392;5,54;3,459;5,417;3,729;5,338;3,909;0,962;4,699;0,333;1,666;0,851;3,974;2,624;3;
2019;23;ENFERMAGEM;1772;Centro Universitário Fanor Wyden;UniFanor Wyden;Centro Universitário;Privada com fins lucrativos;106820;Educação Presencial;2304400;Fortaleza;CE;54;52;41,815;3,193;43,567;2,5215;2,689;46;0,884;0,288;2,679;5,641;3,797;5,33;3,539;5,297;3,841;1;5;0,437;2,187;1;5;3,111;4;
2019;23;ENFERMAGEM;1775;Centro Universitário Favip Wyden;UniFavip Wyden;Centro Universitário;Privada com fins lucrativos;99849;Educação Presencial;2604106;Caruaru;PE;202;195;35,268;2,287;43,979;2,5722;2,501;178;0,912;0,082;2,563;5,488;3,284;5,486;3,88;5,216;3,709;0,98;4,84;0,352;1,764;1;5;2,933;3;
2019;23;ENFERMAGEM;1804;FACULDADE DE MAUÁ - FAMA;FAMA;Faculdade;Privada sem fins lucrativos;5000240;Educação Presencial;3529401;Mauá;SP;30;28;28,185;1,307;26,742;0,4513;0,665;8;0,285;-2,716;0,98;5,545;3,474;5,414;3,722;5,061;3,452;0,866;3,916;0,2;1;0,733;3,153;1,689;2;
2019;23;ENFERMAGEM;1805;CENTRO UNIVERSITÁRIO DOS GUARARAPES;UNIFG;Centro Universitário;Privada com fins lucrativos;5000010;Educação Presencial;2607901;Jaboatão dos Guararapes;PE;158;133;32,087;1,847;34,254;1,3756;1,493;94;0,706;-0,202;2,402;5,737;4,12;5,646;4,23;5,367;3,957;1;5;0,625;3,125;0,812;3,701;2,88;3;
2019;23;ENFERMAGEM;1809;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO;IFPE;Instituto Federal de Educação, Ciência e Tecnologia;Pública Federal;1153787;Educação Presencial;2610905;Pesqueira;PE;27;27;44,54;3,569;47,374;2,9899;3,134;27;1;0,141;2,596;5,499;3,319;5,293;3,458;4,798;3,019;0,625;1,953;0,281;1,406;1;5;2,765;3;
2019;23;ENFERMAGEM;1815;FACULDADE DO INSTITUTO BRASIL;FIBRA;Faculdade;Privada com fins lucrativos;107627;Educação Presencial;5201108;Anápolis;GO;5;1;;;;;;;;;;5,969;4,898;5,592;4,111;5,833;4,725;0,714;2,678;0,428;2,142;0,809;3,681;SC;SC;
2019;23;ENFERMAGEM;1818;FACULDADE PITÁGORAS DE BELO HORIZONTE;FPAS;Faculdade;Privada com fins lucrativos;83918;Educação Presencial;3106200;Belo Horizonte;MG;69;67;34,864;2,231;44,068;2,5832;2,495;42;0,626;0,342;2,71;5,431;3,09;5,233;3,327;4,528;2,574;0,741;2,903;0,387;1,935;0,935;4,553;2,759;3;
2019;23;ENFERMAGEM;1835;Faculdade de Colinas do Tocantins;;Faculdade;Privada com fins lucrativos;113060;Educação Presencial;1705508;Colinas do Tocantins;TO;66;51;26,103;1,02;29,476;0,7876;0,845;37;0,725;-0,751;2,091;5,608;3,685;5,176;3,203;4,867;3,133;0,375;0;0,125;0,625;1;5;1,884;2;
2019;23;ENFERMAGEM;1836;CENTRO UNIVERSITÁRIO FUNDAÇÃO DE ENSINO OCTÁVIO BASTOS - FEOB;UNIFEOB;Centro Universitário;Privada sem fins lucrativos;49006;Educação Presencial;3549102;São João da Boa Vista;SP;39;38;34,839;2,228;36,278;1,6247;1,775;29;0,763;-0,278;2,359;5,893;4,642;5,926;4,84;5,767;4,616;0,75;2,968;0,4;2;0,8;3,615;2,68;3;
2019;23;ENFERMAGEM;1846;CENTRO UNIVERSITÁRIO DE LINS;UNILINS;Centro Universitário;Privada sem fins lucrativos;85252;Educação Presencial;3527108;Lins;SP;11;11;39,854;2,921;35,872;1,5747;1,911;7;0,636;-0,824;2,05;5,811;4,368;5,797;4,559;5,681;4,475;0,882;4,044;0,352;1,764;0,705;2,963;2,557;3;
2019;23;ENFERMAGEM;1872;FACULDADES INTEGRADAS SANTA CRUZ DE CURITIBA;FARESC;Faculdade;Privada sem fins lucrativos;5000515;Educação Presencial;4106902;Curitiba;PR;38;29;40,996;3,079;38,379;1,8831;2,182;21;0,724;-0,171;2,419;5,202;2,324;5,028;2,881;4,462;2,465;1;5;0,423;2,115;0,653;2,603;2,551;3;
2019;23;ENFERMAGEM;1879;Centro Universitário UNIFACEAR;;Centro Universitário;Privada com fins lucrativos;109541;Educação Presencial;4101804;Araucária;PR;15;14;38,2;2,693;41,778;2,3014;2,399;10;0,714;0,178;2,617;5,681;3,932;5,358;3,601;4,906;3,197;1;5;0,769;3,846;1;5;3,277;4;
2019;23;ENFERMAGEM;1883;CENTRO UNIVERSITÁRIO UNIFAS;;Centro Universitário;Privada com fins lucrativos;109309;Educação Presencial;2919207;Lauro de Freitas;BA;20;17;39,635;2,891;39,364;2,0044;2,226;11;0,647;-0,606;2,173;5,256;2,504;4,862;2,519;3,48;0,847;0,743;2,916;0,358;1,794;0,948;4,644;2,377;3;
2019;23;ENFERMAGEM;1895;CENTRO UNIVERSITÁRIO CHRISTUS;UNICHRISTUS;Centro Universitário;Privada com fins lucrativos;1128948;Educação Presencial;2304400;Fortaleza;CE;19;19;47,389;3,963;53,089;3,6931;3,76;16;0,842;7,523;5;5,978;4,927;5,976;4,948;6;5;1;5;0,487;2,439;1;5;4,36;5;
2019;23;ENFERMAGEM;1895;CENTRO UNIVERSITÁRIO CHRISTUS;UNICHRISTUS;Centro Universitário;Privada com fins lucrativos;1279099;Educação Presencial;2304400;Fortaleza;CE;17;17;46,947;3,902;47,223;2,9714;3,204;9;0,529;2,575;3,973;5,986;4,955;5,986;4,971;6;5;1;5;0,487;2,439;1;5;3,892;4;
2019;23;ENFERMAGEM;1898;FACULDADE DO LITORAL SUL PAULISTA;FALS;Faculdade;Privada com fins lucrativos;1135040;Educação Presencial;3541000;Praia Grande;SP;44;44;35,89;2,373;39,402;2,009;2,1;15;0,34;0,954;3,055;5,934;4,781;5,803;4,571;5,568;4,288;0,923;4,375;0,692;3,461;1;5;3,406;4;
2019;23;ENFERMAGEM;1904;FACULDADE SÃO CAMILO;FASC;Faculdade;Privada sem fins lucrativos;15156;Educação Presencial;3304557;Rio de Janeiro;RJ;122;119;31,146;1,717;34,415;1,3953;1,475;56;0,47;-0,586;2,185;5,577;3,582;5,502;3,914;5,219;3,713;0,466;0,666;0,1;0,5;0,833;3,846;2,03;3;
2019;23;ENFERMAGEM;1906;INSTITUTO DE ENSINO SUPERIOR MATERDEI;IES-MATERDEI;Faculdade;Privada com fins lucrativos;51218;Educação Presencial;1302603;Manaus;AM;27;27;36,344;2,436;37,5;1,7749;1,94;15;0,555;0,541;2,822;5,998;4,994;5,893;4,766;5,987;4,979;0,705;2,61;0,176;0,882;1;5;2,816;3;
2019;23;ENFERMAGEM;1913;CENTRO UNIVERSITÁRIO FAMINAS;UNIFAMINAS;Centro Universitário;Privada com fins lucrativos;67617;Educação Presencial;3143906;Muriaé;MG;31;30;42,39;3,272;46,343;2,8631;2,965;27;0,9;1,809;3,539;5,246;2,471;5,08;2,995;4,705;2,866;0,925;4,398;0,629;3,148;1;5;3,415;4;
2019;23;ENFERMAGEM;1917;FACULDADE DE CIÊNCIAS BIOMÉDICAS DE CACOAL;FACIMED;Faculdade;Privada com fins lucrativos;51270;Educação Presencial;1100049;Cacoal;RO;36;35;40,72;3,041;37,734;1,8037;2,113;34;0,971;-0,028;2,5;5,899;4,664;5,869;4,716;5,649;4,422;0,696;2,537;0,212;1,06;1;5;2,718;3;
2019;23;ENFERMAGEM;1927;CENTRO UNIVERSITÁRIO DO VALE DO IGUAÇU;UNIGUAÇU;Centro Universitário;Privada com fins lucrativos;51320;Educação Presencial;4128203;União da Vitória;PR;28;27;34,47;2,177;39,011;1,9608;2,014;20;0,74;0,521;2,811;5,725;4,079;5,773;4,506;5,57;4,291;0,947;4,572;0,21;1,052;1;5;2,901;3;
2019;23;ENFERMAGEM;1939;INSTITUTO DE ENSINO SUPERIOR DE LONDRINA - INESUL;INESUL;Faculdade;Privada com fins lucrativos;90691;Educação Presencial;4113700;Londrina;PR;4;4;33,975;2,108;23,399;0,0399;0,557;1;0,25;;;6;5;6;5;6;5;0,166;0;0;0;1;5;1,431;2;
2019;23;ENFERMAGEM;1945;FACULDADE DE SORRISO;;Faculdade;Privada com fins lucrativos;116428;Educação Presencial;5107925;Sorriso;MT;29;24;35,845;2,367;39,191;1,9831;2,079;17;0,708;0,349;2,714;4,983;1,589;4,702;2,17;3,95;1,621;0,523;1,13;0,38;1,904;1;5;2,379;3;
2019;23;ENFERMAGEM;1961;INSTITUTO TECNOLÓGICO E DAS CIÊNCIAS SOCIAIS APLICADAS E DA SAÚDE DO CENTRO EDUC. N. SRª AUXILIADORA;ITCSAS/CENSA;Faculdade;Privada sem fins lucrativos;117465;Educação Presencial;3301009;Campos dos Goytacazes;RJ;29;28;40,471;3,007;41,321;2,2451;2,435;23;0,821;0,184;2,62;5,935;4,784;5,919;4,824;5,537;4,237;0,523;1,13;0,142;0,714;0,571;2,032;2,454;3;
2019;23;ENFERMAGEM;1965;FACULDADE DE TECNOLOGIA DE ALAGOAS;FAT/AL;Faculdade;Privada sem fins lucrativos;1072238;Educação Presencial;2704302;Maceió;AL;70;67;27,14;1,163;31,547;1,0425;1,072;42;0,626;-0,535;2,214;5,729;4,092;5,617;4,166;5,102;3,519;0,821;3,549;0,071;0,357;1;5;2,287;3;
2019;23;ENFERMAGEM;1978;Centro Universitário Fametro; Unifametro;Centro Universitário;Privada com fins lucrativos;86392;Educação Presencial;2304400;Fortaleza;CE;301;277;36,835;2,504;43,233;2,4804;2,486;198;0,714;0,107;2,577;5,63;3,759;5,575;4,073;5,244;3,754;1;5;1;5;1;5;3,478;4;
2019;23;ENFERMAGEM;1986;CENTRO UNIVERSITÁRIO ESTÁCIO JUIZ DE FORA - ESTÁCIO JUIZ DE FORA;;Centro Universitário;Privada com fins lucrativos;71475;Educação Presencial;3136702;Juiz de Fora;MG;120;103;31,387;1,75;35,146;1,4853;1,551;83;0,805;-0,532;2,215;5,201;2,321;5,073;2,979;4,499;2,526;0,92;4,35;0,44;2,2;0,88;4,169;2,441;3;
2019;23;ENFERMAGEM;2005;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE SINOP;FACISAS;Faculdade;Privada com fins lucrativos;118888;Educação Presencial;5107909;Sinop;MT;5;4;30,024;1,562;44,225;2,6024;2,342;3;0,75;1,46;3,342;4,909;1,338;4,416;1,547;3,299;0,549;0,647;2,132;0,411;2,058;0,882;4,185;2,612;3;
2019;23;ENFERMAGEM;2023;Centro Universitário FG;UNIFG;Centro Universitário;Privada com fins lucrativos;80124;Educação Presencial;2911709;Guanambi;BA;12;12;38,541;2,74;44,216;2,6014;2,636;11;0,916;2,131;3,722;5,406;3,009;5,546;4,01;4,673;2,813;0,878;4,015;0,424;2,121;1;5;3,32;4;
2019;23;ENFERMAGEM;2027;FACULDADE DE CAMPINA GRANDE;FAC-CG;Faculdade;Privada com fins lucrativos;71396;Educação Presencial;2504009;Campina Grande;PB;139;123;28,715;1,381;28,858;0,7116;0,879;100;0,813;-0,38;2,301;5,932;4,772;5,865;4,707;5,825;4,712;0,684;2,434;0,105;0,526;1;5;2,329;3;
2019;23;ENFERMAGEM;2040;FACULDADE DO FUTURO;FAF;Faculdade;Privada com fins lucrativos;65475;Educação Presencial;3139409;Manhuaçu;MG;54;54;39,92;2,93;40,733;2,1728;2,362;42;0,777;0,263;2,665;5,793;4,308;5,709;4,367;5,444;4,083;0,761;3,065;0,19;0,952;1;5;2,796;3;
2019;23;ENFERMAGEM;2043;FACULDADE VALE DO SALGADO;FVS;Faculdade;Privada com fins lucrativos;120418;Educação Presencial;2305407;Icó;CE;16;14;32,978;1,97;47,221;2,9711;2,721;13;0,928;1,499;3,364;5,971;4,904;5,979;4,954;5,958;4,931;0,818;3,522;0,5;2,5;1;5;3,474;4;
2019;23;ENFERMAGEM;2076;CENTRO UNIVERSITÁRIO UNIRB;UNIRB;Centro Universitário;Privada com fins lucrativos;98339;Educação Presencial;2927408;Salvador;BA;20;18;27,505;1,213;23,544;0,0577;0,346;2;0,111;;;5,652;3,833;5;2,821;4,98;3,318;1;5;0,8;4;1;5;2,052;3;
2019;23;ENFERMAGEM;2079;FACULDADE DE ITAITUBA;FAI;Faculdade;Privada com fins lucrativos;1118074;Educação Presencial;1503606;Itaituba;PA;78;61;27,162;1,166;29,7;0,8151;0,902;54;0,885;-0,702;2,119;5,448;3,15;4,879;2,555;4,759;2,955;0,555;1,388;0,111;0,555;1;5;1,922;2;
2019;23;ENFERMAGEM;2085;CENTRO UNIVERSITÁRIO DE SALVADOR;UNICEUSA;Centro Universitário;Privada com fins lucrativos;1190565;Educação Presencial;2927408;Salvador;BA;19;19;32,647;1,925;32,536;1,1642;1,354;10;0,526;-2,481;1,113;5,527;3,413;5,486;3,88;5,18;3,649;0,461;0,624;0,076;0,384;0,923;4,467;1,641;2;
2019;23;ENFERMAGEM;2111;CENTRO UNIVERSITÁRIO INTA;UNINTA;Centro Universitário;Privada sem fins lucrativos;108690;Educação Presencial;2312908;Sobral;CE;186;177;31,379;1,749;34,579;1,4156;1,499;136;0,768;-0,118;2,449;5,753;4,173;5,7;4,346;5,445;4,085;1;5;0,5;2,5;1;5;2,914;3;
2019;23;ENFERMAGEM;2122;CENTRO UNIVERSITÁRIO ESTÁCIO DE SERGIPE;;Centro Universitário;Privada com fins lucrativos;118882;Educação Presencial;2800308;Aracaju;SE;445;404;31,3;1,738;37,682;1,7974;1,782;287;0,71;0,002;2,517;5,274;2,564;4,993;2,804;4,593;2,681;0,875;3,984;0,458;2,291;0,833;3,846;2,568;3;
2019;23;ENFERMAGEM;2132;CENTRO UNIVERSITÁRIO UNINORTE;;Centro Universitário;Privada com fins lucrativos;98738;Educação Presencial;1200401;Rio Branco;AC;130;122;30,726;1,659;35,307;1,5051;1,543;121;0,991;-0,25;2,375;5,827;4,421;5,877;4,731;5,501;4,177;0,875;3,984;0,625;3,125;1;5;2,955;4;
2019;23;ENFERMAGEM;2135;CENTRO UNIVERSITÁRIO CATÓLICA DE QUIXADÁ;UNICATÓLICA;Centro Universitário;Privada sem fins lucrativos;68998;Educação Presencial;2311306;Quixadá;CE;53;53;37,405;2,583;40,716;2,1707;2,273;48;0,905;0,021;2,528;5,554;3,504;5,49;3,889;5,038;3,415;0,979;4,834;0,591;2,959;0,897;4,293;3,01;4;
2019;23;ENFERMAGEM;2147;Centro Universitário CEUNI - FAMETRO;FAMETRO;Centro Universitário;Privada com fins lucrativos;104478;Educação Presencial;1302603;Manaus;AM;200;194;31,87;1,817;32,449;1,1535;1,319;139;0,716;-0,079;2,471;5,94;4,8;5,901;4,784;5,916;4,861;0,964;4,709;0,678;3,392;0,964;4,752;3,068;4;
2019;23;ENFERMAGEM;2148;FACULDADE DE PALMAS;FAPAL;Faculdade;Privada com fins lucrativos;1069977;Educação Presencial;1721000;Palmas;TO;96;89;30,08;1,57;31,949;1,0919;1,211;72;0,808;-0,479;2,245;5,085;1,931;4,771;2,321;4,088;1,849;0,722;2,743;0,055;0,277;0,944;4,615;1,928;2;
2019;23;ENFERMAGEM;2149;FACULDADE MATO GROSSO DO SUL;FACSUL;Faculdade;Privada com fins lucrativos;1107133;Educação Presencial;5002704;Campo Grande;MS;50;47;31,042;1,703;35,017;1,4694;1,527;36;0,765;-0,59;2,182;5,598;3,651;5,283;3,437;4,787;3,002;0,772;3,153;0,136;0,681;0,772;3,426;2,186;3;
2019;23;ENFERMAGEM;2150;FACULDADE DO PIAUÍ;FAPI;Faculdade;Privada com fins lucrativos;1069987;Educação Presencial;2211001;Teresina;PI;61;57;34,163;2,134;36,9;1,7011;1,809;55;0,964;-0,267;2,365;5,839;4,46;5,77;4,5;5,43;4,06;1;5;0;0;0,818;3,741;2,506;3;
2019;23;ENFERMAGEM;2158;FACULDADE SANTA MARIA;FSM;Faculdade;Privada com fins lucrativos;54975;Educação Presencial;2503704;Cajazeiras;PB;32;32;37,515;2,598;38,478;1,8953;2,071;29;0,906;0,53;2,816;5,963;4,876;5,982;4,962;5,677;4,467;0,72;2,725;0,24;1,2;1;5;2,884;3;
2019;23;ENFERMAGEM;2174;FACULDADE DE SANTA CATARINA;FASC;Faculdade;Privada com fins lucrativos;1069984;Educação Presencial;4216602;São José;SC;46;43;32,455;1,898;40,565;2,1521;2,088;25;0,581;0,425;2,757;5,244;2,464;4,917;2,639;4,901;3,189;0,875;3,984;0,5;2,5;1;5;2,828;3;
2019;23;ENFERMAGEM;2175;CENTRO UNIVERSITÁRIO DANTE;;Centro Universitário;Privada com fins lucrativos;117775;Educação Presencial;4202404;Blumenau;SC;36;33;36,221;2,419;40,333;2,1235;2,197;19;0,575;-0,403;2,288;4,827;1,063;3,924;0,474;2,919;0;0,875;3,984;0,687;3,437;1;5;2,533;3;
2019;23;ENFERMAGEM;2189;FACULDADE DO MARANHÃO;FACAM-MA;Faculdade;Privada com fins lucrativos;98061;Educação Presencial;2111300;São Luís;MA;65;63;36,749;2,492;36,657;1,6712;1,876;58;0,92;-0,333;2,328;5,84;4,466;5,772;4,503;5,581;4,31;0,85;3,781;0,349;1,75;0,9;4,307;2,727;3;
2019;23;ENFERMAGEM;2191;FACULDADE ANHANGUERA DE PELOTAS;;Faculdade;Privada com fins lucrativos;98723;Educação Presencial;4314407;Pelotas;RS;49;47;34,265;2,148;33,068;1,2296;1,459;37;0,787;-1,024;1,937;5,229;2,414;5,048;2,925;3,897;1,534;0,777;3,194;0,611;3,055;0,972;4,807;2,394;3;
2019;23;ENFERMAGEM;2194;FACULDADE ANHANGUERA DO RIO GRANDE;;Faculdade;Privada com fins lucrativos;5000331;Educação Presencial;4315602;Rio Grande;RS;21;17;30,376;1,61;35,958;1,5853;1,591;12;0,705;-1,737;1,533;5,128;2,076;4,728;2,227;4,416;2,39;0,842;3,717;0,526;2,631;0,842;3,906;2,148;3;
2019;23;ENFERMAGEM;2200;FACULDADE VALE DO GORUTUBA;FAVAG;Faculdade;Privada com fins lucrativos;5000183;Educação Presencial;3145059;Nova Porteirinha;MG;51;46;31,532;1,77;34,106;1,3573;1,46;37;0,804;-0,1;2,46;5,213;2,36;4,865;2,526;4,637;2,754;0,833;3,645;0,416;2,083;0,625;2,403;2,291;3;
2019;23;ENFERMAGEM;2222;FACULDADE SETE DE SETEMBRO;FASETE;Faculdade;Privada com fins lucrativos;1141771;Educação Presencial;2924009;Paulo Afonso;BA;91;72;37,14;2,546;38,04;1,8414;2,017;66;0,916;0,012;2,523;5,651;3,83;5,675;4,293;5,027;3,396;0,833;3,645;0,333;1,666;1;5;2,772;3;
2019;23;ENFERMAGEM;2241;FACULDADE DO SUDESTE MINEIRO;FACSUM;Faculdade;Privada com fins lucrativos;1181355;Educação Presencial;3136702;Juiz de Fora;MG;29;29;36,42;2,446;36,917;1,7032;1,889;14;0,482;-1,582;1,622;5,23;2,417;4,946;2,703;3,959;1,636;0,523;1,13;0,047;0,238;0;0;1,423;2;
2019;23;ENFERMAGEM;2242;FACULDADE DO RECIFE;FAREC;Faculdade;Privada com fins lucrativos;5000317;Educação Presencial;2611606;Recife;PE;31;31;35,232;2,282;39,651;2,0397;2,1;21;0,677;0,059;2,549;5,687;3,95;5,545;4,009;5,408;4,024;0,909;4,261;0,363;1,818;0,454;1,223;2,594;3;
2019;23;ENFERMAGEM;2244;FACULDADE DA CIDADE DE MACEIÓ;FACIMA;Faculdade;Privada com fins lucrativos;1190604;Educação Presencial;2704302;Maceió;AL;13;13;30,984;1,695;40,169;2,1033;2,001;13;1;-0,156;2,428;5,744;4,143;5,692;4,328;5,269;3,795;0,583;1,614;0;0;0,416;0,961;2,065;3;
2019;23;ENFERMAGEM;2245;FACULDADE DO ESPÍRITO SANTO;FACES;Faculdade;Privada com fins lucrativos;1069989;Educação Presencial;3205309;Vitória;ES;13;12;35,25;2,285;42,308;2,3666;2,346;10;0,833;0,41;2,748;5,42;3,055;4,811;2,407;4,081;1,838;0,647;2,132;0,235;1,176;0,941;4,592;2,507;3;
2019;23;ENFERMAGEM;2271;FACULDADE PITÁGORAS DE IPATINGA;FPI;Faculdade;Privada com fins lucrativos;88484;Educação Presencial;3131307;Ipatinga;MG;26;21;40,48;3,008;32,533;1,1638;1,624;14;0,666;-1,68;1,566;5,149;2,145;4,901;2,603;4,037;1,764;0,699;2,562;0,5;2,5;0,8;3,615;2,046;3;
