 Ano; Código da Área; Área de Avaliação; Código da IES; Nome da IES; Sigla da IES; Organização Acadêmica; Categoria Administrativa; Código do Curso; Modalidade de Ensino; Código do Município; Município do Curso; Sigla da UF; Nº de Concluintes Inscritos; Nº de Concluintes Participantes; Nota Bruta - FG; Nota Padronizada - FG; Nota Bruta - CE; Nota Padronizada - CE; Conceito Enade (Contínuo); Concluintes participantes com nota no Enem; Proporção de concluintes participantes com nota no Enem; Nota Bruta - IDD; Nota Padronizada - IDD; Nota Bruta – Organização Didático-Pedagógica; Nota Padronizada - Organização Didático-Pedagógica; Nota Bruta – Infraestrutura e Instalações Físicas; Nota Padronizada - Infraestrutura e Instalações Físicas; Nota Bruta – Oportunidade de Ampliação da Formação; Nota Padronizada - Oportunidade de Ampliação da Formação; Nota Bruta - Mestres; Nota Padronizada - Mestres; Nota Bruta - Doutores; Nota Padronizada - Doutores; Nota Bruta – Regime de Trabalho; Nota Padronizada - Regime de Trabalho; CPC (Contínuo); CPC (Faixa);Observação
2019;5;MEDICINA VETERINÁRIA;1;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;Universidade;Pública Federal;37;Educação Presencial;5103403;Cuiabá;MT;23;20;42,815;2,757;57,799;3,1362;3,041;19;0,949;-0,793;1,517;4,762;1,937;4,538;2,379;4,579;2,745;1;5;0,938;4,642;1;5;2,918;3;
2019;5;MEDICINA VETERINÁRIA;1;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;Universidade;Pública Federal;100763;Educação Presencial;5107909;Sinop;MT;46;39;42,112;2,639;55,728;2,7651;2,733;36;0,923;-0,2;2,226;4,414;1,078;4,202;1,778;4,115;2,008;0,936;3,905;0,829;4,007;1;5;2,815;3;
2019;5;MEDICINA VETERINÁRIA;2;UNIVERSIDADE DE BRASÍLIA;UNB;Universidade;Pública Federal;18031;Educação Presencial;5300108;Brasília;DF;129;119;50,605;4,069;59,002;3,3516;3,531;97;0,815;-0,075;2,377;4,523;1,347;4,118;1,627;4,39;2,445;0,982;4,693;0,91;4,479;1;5;3,18;4;
2019;5;MEDICINA VETERINÁRIA;3;UNIVERSIDADE FEDERAL DE SERGIPE;UFS;Universidade;Pública Federal;1108067;Educação Presencial;2806701;São Cristóvão;SE;47;39;45,774;3,255;56,966;2,987;3,054;29;0,743;0,402;2,948;4,413;1,075;3,917;1,266;3,815;1,531;0,923;3,681;0,833;4,027;1;5;3,08;4;
2019;5;MEDICINA VETERINÁRIA;3;UNIVERSIDADE FEDERAL DE SERGIPE;UFS;Universidade;Pública Federal;1321453;Educação Presencial;2804508;Nossa Senhora da Glória;SE;28;25;43,54;2,879;51,78;2,058;2,263;25;1;-0,195;2,232;5,421;3,568;3,953;1,332;4,255;2,231;1;5;0,944;4,675;1;5;3,075;4;
2019;5;MEDICINA VETERINÁRIA;5;UNIVERSIDADE FEDERAL DO PIAUÍ;UFPI;Universidade;Pública Federal;504;Educação Presencial;2211001;Teresina;PI;64;62;43,235;2,828;54,522;2,5492;2,618;53;0,854;-0,239;2,18;4,597;1,528;4,881;2,994;4,351;2,383;0,958;4,295;0,794;3,801;1;5;2,878;3;
2019;5;MEDICINA VETERINÁRIA;5;UNIVERSIDADE FEDERAL DO PIAUÍ;UFPI;Universidade;Pública Federal;102675;Educação Presencial;2201903;Bom Jesus;PI;68;65;38,72;2,067;48,736;1,5129;1,651;60;0,923;-0,706;1,621;5,159;2,921;4,874;2,983;4,891;3,24;0,976;4,601;0,72;3,372;1;5;2,572;3;
2019;5;MEDICINA VETERINÁRIA;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;Universidade;Pública Federal;695;Educação Presencial;3171303;Viçosa;MG;62;58;60,963;5;67,139;4,8091;4,856;57;0,982;-0,006;2,459;5,01;2,551;5,228;3,616;4,956;3,342;1;5;0,971;4,833;1;5;3,762;4;
2019;5;MEDICINA VETERINÁRIA;9;UNIVERSIDADE ESTADUAL DE LONDRINA;UEL;Universidade;Pública Estadual;777;Educação Presencial;4113700;Londrina;PR;80;76;52,126;4,325;65,897;4,5865;4,521;67;0,881;1,368;4,105;4,694;1,769;4,163;1,708;4,622;2,812;0,957;4,27;0,914;4,503;1;5;4;5;
2019;5;MEDICINA VETERINÁRIA;10;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;PUCPR;Universidade;Privada sem fins lucrativos;60123;Educação Presencial;4127700;Toledo;PR;34;33;39,09;2,129;51,363;1,9834;2,02;31;0,939;0,105;2,592;5,668;4,18;5,695;4,454;5,813;4,703;1;5;0,526;2,236;0,842;3,717;2,954;4;
2019;5;MEDICINA VETERINÁRIA;10;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;PUCPR;Universidade;Privada sem fins lucrativos;1268241;Educação Presencial;4106902;Curitiba;PR;79;71;45,523;3,213;55,15;2,6617;2,799;64;0,901;0,035;2,509;5,936;4,842;5,963;4,935;5,901;4,843;1;5;0,711;3,314;0,955;4,638;3,389;4;
2019;5;MEDICINA VETERINÁRIA;13;UNIVERSIDADE DE CAXIAS DO SUL;UCS;Universidade;Privada sem fins lucrativos;1190503;Educação Presencial;4305108;Caxias do Sul;RS;122;120;42,174;2,649;54,211;2,4935;2,532;88;0,733;0,322;2,852;5,3;3,269;5,292;3,731;4,862;3,194;0,987;4,78;0,756;3,579;0,666;2,291;3,083;4;
2019;5;MEDICINA VETERINÁRIA;17;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;Universidade;Pública Federal;1440;Educação Presencial;3170206;Uberlândia;MG;102;93;47,837;3,603;58,029;3,1772;3,283;85;0,913;-0,422;1,961;4,799;2,028;4,862;2,962;4,261;2,24;1;5;0,948;4,696;1;5;3,153;4;
2019;5;MEDICINA VETERINÁRIA;20;UNIVERSIDADE DE PASSO FUNDO;UPF;Universidade;Privada sem fins lucrativos;18484;Educação Presencial;4314100;Passo Fundo;RS;92;88;34,28;1,319;50,428;1,8159;1,691;70;0,795;0,243;2,758;5,227;3,089;5,283;3,716;4,884;3,228;1;5;0,707;3,292;0,804;3,414;2,927;3;
2019;5;MEDICINA VETERINÁRIA;24;UNIVERSIDADE ESTADUAL DE SANTA CRUZ;UESC;Universidade;Pública Estadual;18310;Educação Presencial;2913606;Ilhéus;BA;42;42;49,25;3,841;57,502;3,0829;3,272;40;0,952;0,199;2,705;5,375;3,454;5,334;3,807;5,214;3,752;1;5;0,903;4,435;1;5;3,56;4;
2019;5;MEDICINA VETERINÁRIA;27;UNIVERSIDADE VALE DO RIO VERDE;UNINCOR;Universidade;Privada sem fins lucrativos;47273;Educação Presencial;3169307;Três Corações;MG;55;54;34,885;1,421;47,744;1,3351;1,356;45;0,833;-0,348;2,049;5,734;4,342;5,751;4,554;5,573;4,322;0,85;2,428;0,349;1,208;0,9;4,187;2,327;3;
2019;5;MEDICINA VETERINÁRIA;29;UNIVERSIDADE ESTADUAL DO CEARÁ;UECE;Universidade;Pública Estadual;2191;Educação Presencial;2304400;Fortaleza;CE;87;68;50,295;4,017;60,677;3,6517;3,743;55;0,808;0,159;2,657;4,398;1,038;4,094;1,584;4,619;2,808;0,946;4,081;0,803;3,854;1;5;3,165;4;
2019;5;MEDICINA VETERINÁRIA;30;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;UNIFENAS;Universidade;Privada sem fins lucrativos;2295;Educação Presencial;3101607;Alfenas;MG;27;25;38,472;2,025;54,56;2,5559;2,423;22;0,88;0,068;2,548;5,769;4,429;5,729;4,515;5,497;4,202;1;5;0,75;3,541;1;5;3,32;4;
2019;5;MEDICINA VETERINÁRIA;43;FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA;UDESC;Universidade;Pública Estadual;2535;Educação Presencial;4209300;Lages;SC;82;77;48,242;3,671;63,489;4,1553;4,034;72;0,935;0,2;2,705;4,901;2,281;4,51;2,329;4,73;2,983;0,971;4,517;0,816;3,931;0,873;3,97;3,342;4;
2019;5;MEDICINA VETERINÁRIA;56;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;UNESP;Universidade;Pública Estadual;3140;Educação Presencial;3524303;Jaboticabal;SP;52;47;54,378;4,705;63,923;4,233;4,351;46;0,978;0,044;2,519;4,95;2,403;4,757;2,772;5,028;3,458;1;5;1;5;1;5;3,657;4;
2019;5;MEDICINA VETERINÁRIA;56;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;UNESP;Universidade;Pública Estadual;3176;Educação Presencial;3507506;Botucatu;SP;55;55;60,936;5;68,205;5;5;55;1;0,481;3,043;5,123;2,83;5,008;3,222;5,213;3,751;1;5;1;5;1;5;4,032;5;
2019;5;MEDICINA VETERINÁRIA;56;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;UNESP;Universidade;Pública Estadual;3221;Educação Presencial;3502804;Araçatuba;SP;46;46;47,547;3,554;63,756;4,2031;4,041;45;0,978;-0,064;2,39;5,038;2,62;4,605;2,501;4,66;2,872;1;5;1;5;1;5;3,538;4;
2019;5;MEDICINA VETERINÁRIA;57;UNIVERSIDADE ESTADUAL DE MARINGÁ;UEM;Universidade;Pública Estadual;58202;Educação Presencial;4128104;Umuarama;PR;33;33;50,506;4,053;57,469;3,0771;3,321;32;0,969;0,327;2,859;5,291;3,246;5,253;3,661;4,727;2,98;1;5;0,681;3,143;1;5;3,387;4;
2019;5;MEDICINA VETERINÁRIA;76;UNIVERSIDADE REGIONAL DE BLUMENAU;FURB;Universidade;Pública Municipal;90053;Educação Presencial;4202404;Blumenau;SC;62;60;42,045;2,627;55,391;2,7049;2,685;47;0,783;-0,049;2,408;5,201;3,024;5,183;3,537;5,026;3,454;0,944;4,047;0,518;2,191;0,851;3,796;2,786;3;
2019;5;MEDICINA VETERINÁRIA;82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Universidade;Privada sem fins lucrativos;60216;Educação Presencial;4219507;Xanxerê;SC;49;48;37,116;1,797;54,752;2,5903;2,392;43;0,895;0,562;3,14;5,16;2,922;5,38;3,889;5,174;3,69;1;5;0,708;3,298;0,875;3,984;3,251;4;
2019;5;MEDICINA VETERINÁRIA;82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Universidade;Privada sem fins lucrativos;1261815;Educação Presencial;4217204;São Miguel do Oeste;SC;26;26;35,661;1,552;57,776;3,1321;2,737;22;0,846;1,847;4,679;5,759;4,405;5,831;4,697;5,551;4,287;0,777;1,19;0,277;0,787;0,888;4,097;3,372;4;
2019;5;MEDICINA VETERINÁRIA;82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Universidade;Privada sem fins lucrativos;1314144;Educação Presencial;4203600;Campos Novos;SC;41;39;36,838;1,75;47,93;1,3685;1,464;35;0,897;-0,635;1,705;5,008;2,547;5,165;3,503;5,034;3,467;1;5;0,4;1,499;0,866;3,916;2,236;3;
2019;5;MEDICINA VETERINÁRIA;138;CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ;CBM;Centro Universitário;Privada sem fins lucrativos;19014;Educação Presencial;3543402;Ribeirão Preto;SP;49;49;37,008;1,779;48,608;1,4898;1,562;46;0,938;-0,617;1,727;5,65;4,135;5,682;4,431;5,644;4,436;0,964;4,387;0,678;3,125;0,928;4,419;2,689;3;
2019;5;MEDICINA VETERINÁRIA;140;UNIVERSIDADE DE VASSOURAS;;Universidade;Privada sem fins lucrativos;74028;Educação Presencial;3306206;Vassouras;RJ;55;49;38,114;1,965;53,426;2,3529;2,256;42;0,857;0,027;2,499;5,114;2,808;5,024;3,25;4,652;2,86;1;5;0,608;2,717;0,695;2,527;2,742;3;
2019;5;MEDICINA VETERINÁRIA;142;CENTRO UNIVERSITÁRIO DO TRIÂNGULO;UNITRI;Centro Universitário;Privada sem fins lucrativos;1178612;Educação Presencial;3170206;Uberlândia;MG;59;58;34,087;1,287;45,072;0,8566;0,964;45;0,775;-0,93;1,351;4,79;2,008;3,902;1,24;2,923;0,115;0,939;3,961;0,666;3,055;0,575;1,553;1,753;2;
2019;5;MEDICINA VETERINÁRIA;143;UNIVERSIDADE DE UBERABA;UNIUBE;Universidade;Privada sem fins lucrativos;18572;Educação Presencial;3170107;Uberaba;MG;106;103;38,75;2,072;58,223;3,212;2,927;95;0,922;0,344;2,878;5,388;3,486;5,467;4,045;4,7;2,937;0,9;3,285;0,4;1,499;0,8;3,375;2,854;3;
2019;5;MEDICINA VETERINÁRIA;146;CENTRO UNIVERSITÁRIO DE RIO PRETO;UNIRP;Centro Universitário;Privada com fins lucrativos;4679;Educação Presencial;3549805;São José do Rio Preto;SP;159;154;34,928;1,428;48,462;1,4638;1,455;72;0,467;-0,098;2,348;5,128;2,843;4,958;3,133;4,393;2,45;0,743;0,604;0,564;2,457;0,794;3,333;2,208;3;
2019;5;MEDICINA VETERINÁRIA;150;UNIVERSIDADE DE SOROCABA;UNISO;Universidade;Privada sem fins lucrativos;1169423;Educação Presencial;3552205;Sorocaba;SP;117;112;41,616;2,555;50,204;1,7758;1,97;86;0,767;0,25;2,766;5,125;2,836;5,208;3,581;4,572;2,734;0,974;4,56;0,615;2,756;0,564;1,458;2,687;3;
2019;5;MEDICINA VETERINÁRIA;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;4959;Educação Presencial;3304557;Rio de Janeiro;RJ;146;141;36,444;1,684;50,929;1,9057;1,85;111;0,787;-0,265;2,149;5,2;3,021;5,04;3,279;4,122;2,018;1;5;0,677;3,118;0,58;1,592;2,525;3;
2019;5;MEDICINA VETERINÁRIA;167;UNIVERSIDADE METODISTA DE SÃO PAULO;UMESP;Universidade;Privada sem fins lucrativos;5133;Educação Presencial;3548708;São Bernardo do Campo;SP;141;136;37,865;1,923;48,569;1,483;1,593;116;0,852;-0,224;2,198;4,869;2,202;4,714;2,695;3,725;1,389;0,947;4,097;0,421;1,622;0,578;1,578;2,091;3;
2019;5;MEDICINA VETERINÁRIA;176;UNIVERSIDADE CASTELO BRANCO;UCB;Universidade;Privada sem fins lucrativos;18598;Educação Presencial;3304557;Rio de Janeiro;RJ;74;71;38,749;2,072;53,69;2,4001;2,318;47;0,661;-0,202;2,224;5,416;3,555;5,265;3,684;4,068;1,934;0,969;4,475;0,367;1,309;0,704;2,595;2,468;3;
2019;5;MEDICINA VETERINÁRIA;203;UNIVERSIDADE SÃO JUDAS TADEU;USJT;Universidade;Privada com fins lucrativos;1314224;Educação Presencial;3550308;São Paulo;SP;71;71;47,161;3,489;53,723;2,4061;2,677;47;0,661;0,675;3,276;5,348;3,387;5,241;3,639;4,543;2,687;1;5;0,859;4,179;0,953;4,619;3,533;4;
2019;5;MEDICINA VETERINÁRIA;207;CENTRO UNIVERSITÁRIO MOURA LACERDA;CUML;Centro Universitário;Privada sem fins lucrativos;18995;Educação Presencial;3543402;Ribeirão Preto;SP;65;63;38,014;1,948;50,806;1,8836;1,899;50;0,793;-0,402;1,984;5,94;4,853;5,951;4,913;5,934;4,896;0,952;4,183;0,571;2,499;0,666;2,291;2,667;3;
2019;5;MEDICINA VETERINÁRIA;221;UNIVERSIDADE CRUZEIRO DO SUL;UNICSUL;Universidade;Privada com fins lucrativos;70467;Educação Presencial;3550308;São Paulo;SP;103;102;41,951;2,611;52,337;2,1578;2,271;62;0,607;0,216;2,725;4,788;2,001;4,556;2,413;4,024;1,864;0,964;4,387;0,928;4,583;0,928;4,419;3,073;4;
2019;5;MEDICINA VETERINÁRIA;265;CENTRO UNIVERSITÁRIO DAS FACULDADES INTEGRADAS DE OURINHOS;Unifio;Centro Universitário;Privada sem fins lucrativos;82635;Educação Presencial;3534708;Ourinhos;SP;48;43;32,216;0,971;55,299;2,6884;2,259;35;0,813;0,466;3,025;5,422;3,571;5,374;3,878;4,877;3,218;1;5;0,636;2,878;0,454;0,568;2,902;3;
2019;5;MEDICINA VETERINÁRIA;271;UNIVERSIDADE DO OESTE PAULISTA;UNOESTE;Universidade;Privada sem fins lucrativos;6497;Educação Presencial;3541406;Presidente Prudente;SP;120;111;38,172;1,975;51,447;1,9985;1,992;99;0,891;0,375;2,915;5,396;3,506;5,582;4,251;5,154;3,657;1;5;0,742;3,5;0,914;4,303;3,208;4;
2019;5;MEDICINA VETERINÁRIA;296;Centro Universitário da Região da Campanha;;Centro Universitário;Privada sem fins lucrativos;6807;Educação Presencial;4301602;Bagé;RS;47;47;32,812;1,072;47,565;1,3032;1,245;33;0,702;-0,376;2,016;5,151;2,901;4,65;2,581;4,46;2,555;0,928;3,775;0,714;3,333;1;5;2,523;3;
2019;5;MEDICINA VETERINÁRIA;296;Centro Universitário da Região da Campanha;;Centro Universitário;Privada sem fins lucrativos;18514;Educação Presencial;4300406;Alegrete;RS;39;39;28,974;0,425;46,112;1,0429;0,888;36;0,923;-0,771;1,542;5,088;2,745;4,759;2,776;4,515;2,643;1;5;0,6;2,666;0,699;2,562;2,095;3;
2019;5;MEDICINA VETERINÁRIA;298;UNIVERSIDADE PITÁGORAS UNOPAR;;Universidade;Privada com fins lucrativos;18127;Educação Presencial;4101507;Arapongas;PR;21;19;34,678;1,386;51,021;1,922;1,788;16;0,842;-0,07;2,382;5,192;3,003;5,162;3,498;4,637;2,836;0,906;3,392;0,718;3,359;0,843;3,73;2,7;3;
2019;5;MEDICINA VETERINÁRIA;298;UNIVERSIDADE PITÁGORAS UNOPAR;;Universidade;Privada com fins lucrativos;1150518;Educação Presencial;4113700;Londrina;PR;9;7;40,299;2,333;53,7;2,4019;2,384;5;0,714;0,901;3,546;4,555;1,426;4,363;2,066;3,126;0,437;0,928;3,775;0,642;2,916;0,857;3,839;2,947;4;
2019;5;MEDICINA VETERINÁRIA;308;UNIVERSIDADE PRESIDENTE ANTÔNIO CARLOS;UNIPAC;Universidade;Privada sem fins lucrativos;51339;Educação Presencial;3136702;Juiz de Fora;MG;49;48;34,339;1,329;51,081;1,9328;1,782;27;0,562;-0,293;2,115;4,992;2,506;4,997;3,202;4,161;2,081;1;5;0,391;1,449;0,521;1,114;2,172;3;
2019;5;MEDICINA VETERINÁRIA;319;UNIVERSIDADE BRASIL;;Universidade;Privada sem fins lucrativos;7210;Educação Presencial;3515509;Fernandópolis;SP;50;50;30,482;0,679;43,72;0,6143;0,63;41;0,819;-0,633;1,707;4,862;2,186;4,663;2,605;4,329;2,348;0,882;2,983;0,647;2,941;0,823;3,566;2,009;3;
2019;5;MEDICINA VETERINÁRIA;319;UNIVERSIDADE BRASIL;;Universidade;Privada sem fins lucrativos;19884;Educação Presencial;3513702;Descalvado;SP;20;19;36,915;1,763;50,489;1,8268;1,811;16;0,842;-0,627;1,715;5,781;4,459;5,677;4,422;5,523;4,243;1;5;0,833;4,027;0,944;4,548;2,944;3;
2019;5;MEDICINA VETERINÁRIA;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;7278;Educação Presencial;3550308;São Paulo;SP;83;76;42,296;2,669;51,192;1,9527;2,132;61;0,802;-0,163;2,271;4,893;2,261;4,52;2,348;3,579;1,156;0,96;4,323;0,789;3,771;0,815;3,503;2,69;3;
2019;5;MEDICINA VETERINÁRIA;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;73400;Educação Presencial;3549904;São José dos Campos;SP;94;80;47,632;3,568;55,831;2,7836;2,979;69;0,862;0,312;2,84;4,98;2,478;4,921;3,066;3,574;1,149;0,952;4,183;0,547;2,361;0,904;4,226;2,943;3;
2019;5;MEDICINA VETERINÁRIA;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;73402;Educação Presencial;3506003;Bauru;SP;62;60;41,613;2,554;55,95;2,8049;2,742;52;0,866;0,398;2,943;4,703;1,792;4,024;1,458;3,575;1,15;0,913;3,509;0,521;2,21;0,913;4,293;2,731;3;
2019;5;MEDICINA VETERINÁRIA;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;100380;Educação Presencial;3509502;Campinas;SP;61;60;45,728;3,248;56,994;2,992;3,056;51;0,85;-0,281;2,13;4,814;2,065;4,551;2,404;3,518;1,06;0,9;3,285;0,525;2,229;0,824;3,578;2,507;3;
2019;5;MEDICINA VETERINÁRIA;330;UNIVERSIDADE IGUAÇU;UNIG;Universidade;Privada sem fins lucrativos;97517;Educação Presencial;3302205;Itaperuna;RJ;48;43;29,446;0,505;49,348;1,6225;1,343;34;0,79;-0,398;1,99;5,69;4,235;5,653;4,378;5,555;4,294;1;5;0,555;2,407;1;5;2,72;3;
2019;5;MEDICINA VETERINÁRIA;338;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;PUC MINAS;Universidade;Privada sem fins lucrativos;20827;Educação Presencial;3106705;Betim;MG;125;118;44,893;3,107;57,006;2,9941;3,022;107;0,906;-0,034;2,425;5,33;3,344;5,475;4,059;4,638;2,839;1;5;0,622;2,796;0,866;3,916;3,066;4;
2019;5;MEDICINA VETERINÁRIA;338;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;PUC MINAS;Universidade;Privada sem fins lucrativos;20828;Educação Presencial;3151800;Poços de Caldas;MG;82;77;43,146;2,813;56,976;2,9887;2,944;66;0,857;0,416;2,965;5,235;3,108;5,241;3,64;4,781;3,065;1;5;0,58;2,553;1;5;3,251;4;
2019;5;MEDICINA VETERINÁRIA;343;CENTRO UNIVERSITÁRIO NEWTON PAIVA;NEWTON PAIVA;Centro Universitário;Privada com fins lucrativos;1321262;Educação Presencial;3106200;Belo Horizonte;MG;71;71;46,715;3,414;55,676;2,7558;2,92;56;0,788;-0,024;2,438;5,92;4,803;5,89;4,803;5,825;4,723;0,969;4,48;0,666;3,055;0,878;4,015;3,251;4;
2019;5;MEDICINA VETERINÁRIA;349;CENTRO UNIVERSITÁRIO DE BELO HORIZONTE;UNI-BH;Centro Universitário;Privada com fins lucrativos;1279014;Educação Presencial;3106200;Belo Horizonte;MG;229;225;42,655;2,73;57,326;3,0514;2,971;178;0,791;0,113;2,601;5,243;3,127;5,255;3,665;4,802;3,098;1;5;0,917;4,519;0,905;4,235;3,37;4;
2019;5;MEDICINA VETERINÁRIA;355;UNIVERSIDADE TUIUTI DO PARANÁ;UTP;Universidade;Privada com fins lucrativos;18939;Educação Presencial;4106902;Curitiba;PR;166;158;40,517;2,37;53,854;2,4295;2,414;119;0,753;-0,08;2,371;5,165;2,935;5,075;3,342;4,195;2,134;1;5;0,844;4,092;1;5;3,117;4;
2019;5;MEDICINA VETERINÁRIA;374;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS;FMU;Centro Universitário;Privada sem fins lucrativos;18822;Educação Presencial;3550308;São Paulo;SP;414;374;46,011;3,295;49,744;1,6933;2,093;240;0,641;-0,281;2,13;4,697;1,777;4,29;1,936;3,747;1,424;0,975;4,581;0,731;3,434;1;5;2,663;3;
2019;5;MEDICINA VETERINÁRIA;375;UNIVERSIDADE SANTO AMARO;UNISA;Universidade;Privada sem fins lucrativos;74644;Educação Presencial;3550308;São Paulo;SP;57;57;45,743;3,25;57,021;2,9967;3,06;47;0,824;0,872;3,511;5,673;4,193;5,374;3,878;5,382;4,019;1;5;0,83;4,009;1;5;3,801;4;
2019;5;MEDICINA VETERINÁRIA;383;UNIVERSIDADE DA AMAZÔNIA;UNAMA;Universidade;Privada com fins lucrativos;1313832;Educação Presencial;1501402;Belém;PA;128;125;37,15;1,803;45,785;0,9843;1,189;110;0,88;-0,382;2,008;5,254;3,155;4,997;3,203;4,755;3,024;0,933;3,857;0,533;2,277;0,666;2,291;2,216;3;
2019;5;MEDICINA VETERINÁRIA;385;UNIVERSIDADE SALVADOR;UNIFACS;Universidade;Privada com fins lucrativos;1265455;Educação Presencial;2927408;Salvador;BA;114;110;39,414;2,184;55,672;2,7552;2,612;89;0,809;-0,081;2,37;5,734;4,343;5,836;4,707;5,624;4,403;1;5;0,787;3,762;0,666;2,291;3,134;4;
2019;5;MEDICINA VETERINÁRIA;387;UNIVERSIDADE CATÓLICA DOM BOSCO;UCDB;Universidade;Privada sem fins lucrativos;62233;Educação Presencial;5002704;Campo Grande;MS;96;91;36,939;1,767;46,773;1,1613;1,312;80;0,879;-0,33;2,071;5,486;3,729;5,583;4,252;5,181;3,7;1;5;0,613;2,746;1;5;2,734;3;
2019;5;MEDICINA VETERINÁRIA;404;FACULDADES INTEGRADAS DA UPIS;UPIS;Faculdade;Privada sem fins lucrativos;18319;Educação Presencial;5300108;Brasília;DF;61;57;45,221;3,162;59,861;3,5054;3,419;46;0,807;0,889;3,532;5,042;2,631;4,518;2,343;3,104;0,403;0,888;3,095;0,444;1,759;0,694;2,517;2,929;3;
2019;5;MEDICINA VETERINÁRIA;420;UNIVERSIDADE DE MARÍLIA;UNIMAR;Universidade;Privada com fins lucrativos;8669;Educação Presencial;3529005;Marília;SP;61;60;43,371;2,851;57,838;3,1431;3,07;54;0,9;0,626;3,216;5,769;4,428;5,879;4,784;5,691;4,51;1;5;0,772;3,674;1;5;3,725;4;
2019;5;MEDICINA VETERINÁRIA;430;CENTRO UNIVERSITÁRIO FILADÉLFIA;UNIFIL;Centro Universitário;Privada sem fins lucrativos;119112;Educação Presencial;4113700;Londrina;PR;104;100;40,567;2,378;52,395;2,1681;2,22;72;0,72;0,417;2,966;5,163;2,93;5,028;3,258;4,143;2,052;0,75;0,714;0,187;0,26;0,937;4,492;2,346;3;
2019;5;MEDICINA VETERINÁRIA;437;UNIVERSIDADE PARANAENSE;UNIPAR;Universidade;Privada sem fins lucrativos;9044;Educação Presencial;4128104;Umuarama;PR;40;37;32,975;1,099;45,329;0,9026;0,951;36;0,972;-0,203;2,223;5,487;3,732;5,606;4,294;5,37;4,001;0,965;4,408;0,62;2,787;0,724;2,758;2,518;3;
2019;5;MEDICINA VETERINÁRIA;439;FACULDADE DOUTOR FRANCISCO MAEDA;FAFRAM;Faculdade;Privada sem fins lucrativos;71252;Educação Presencial;3524105;Ituverava;SP;41;39;31,253;0,809;43,4;0,557;0,62;29;0,743;-1,528;0,636;5,661;4,163;5,756;4,562;5,036;3,469;0,918;3,61;0,702;3,265;1;5;2,109;3;
2019;5;MEDICINA VETERINÁRIA;441;UNIVERSIDADE DO CONTESTADO;UNC;Universidade;Privada sem fins lucrativos;21029;Educação Presencial;4203808;Canoinhas;SC;18;18;33,111;1,122;49,505;1,6506;1,518;13;0,722;0,414;2,962;5,021;2,578;4,82;2,885;3,966;1,772;0,857;2,551;0,142;0;0,642;2,098;2,071;3;
2019;5;MEDICINA VETERINÁRIA;446;UNIVERSIDADE DE CRUZ ALTA;UNICRUZ;Universidade;Privada sem fins lucrativos;19005;Educação Presencial;4306106;Cruz Alta;RS;79;76;35,025;1,445;45,459;0,9258;1,055;62;0,815;-0,401;1,985;4,977;2,47;4,944;3,108;4,292;2,289;0,971;4,51;0,4;1,499;0,485;0,821;1,929;2;
2019;5;MEDICINA VETERINÁRIA;448;CENTRO UNIVERSITÁRIO RITTER DOS REIS;UNIRITTER;Centro Universitário;Privada com fins lucrativos;1214342;Educação Presencial;4314902;Porto Alegre;RS;226;221;40,695;2,4;55,546;2,7326;2,649;165;0,746;-0,054;2,401;5,038;2,62;5,015;3,235;3,957;1,756;0,949;4,142;0,733;3,444;0,9;4,187;2,914;3;
2019;5;MEDICINA VETERINÁRIA;449;UNIVERSIDADE LUTERANA DO BRASIL;ULBRA;Universidade;Privada sem fins lucrativos;9317;Educação Presencial;4304606;Canoas;RS;77;76;40,234;2,322;54,9;2,6168;2,543;54;0,71;0,256;2,773;5,293;3,253;4,913;3,052;4,589;2,761;0,893;3,176;0,489;2,021;1;5;2,861;3;
